word,ppvt,strgth,close,betw,eigen,degree,freq,strgth-rank,close-rank,betw-rank,eigen-rank,degree-rank,freq-rank
ball,1,5.404695141827688,1.0787910361066613,0.0,0.13358818617849344,4,10,62.0,62.0,48.0,59.0,47.5,17.5
dog,2,18.10668960493058,1.3504062100150809,0.0,0.7596878177663499,30,66,18.0,19.0,48.0,16.0,15.5,2.0
spoon,3,18.023623040877283,1.3581794986700622,6.0,0.7492424892343378,27,7,19.0,17.0,11.0,19.0,22.0,23.5
foot,4,20.275800387375057,1.4058862689158371,14.0,0.8614480957218427,28,29,11.0,11.0,8.0,10.0,21.0,5.0
duck,5,19.83009096630849,1.3882780924239688,1.0,0.8191074426634941,33,17,12.0,13.0,19.5,12.0,4.5,9.0
banana,6,7.853207577485591,1.1187239364128652,0.0,0.24620960578188422,12,1,38.0,38.0,48.0,37.0,34.5,63.0
shoe,7,7.381794541375712,1.1112004406985434,0.0,0.20838292250455903,7,10,40.0,40.0,48.0,42.0,40.5,17.5
cup,8,19.109626448480412,1.3730756269673103,19.0,0.7927682642589198,29,18,14.0,14.0,6.5,14.0,19.5,8.0
bus,10,4.71368304931093,1.068031947096649,0.0,0.11343942369102292,0,43,73.0,73.0,48.0,67.0,74.0,4.0
flower,11,20.64589782152325,1.4201392633497891,26.0,0.8830933509886378,29,27,9.0,10.0,4.0,8.0,19.5,6.5
mouth,12,20.46121408836916,1.4218817378419548,0.0,0.8469554721527449,30,13,10.0,9.0,48.0,11.0,15.5,12.0
pencil,13,8.624883335549384,1.131929146372589,0.0,0.27358007661301087,15,1,34.0,34.0,48.0,35.0,30.0,63.0
